Ticker,Company,Date,Close,,
SYY,SYSCO Corporation,6/30/2021 0:00,77.75,,
SYY,SYSCO Corporation,7/1/2021 0:00,76.82,,
SYY,SYSCO Corporation,7/2/2021 0:00,76.59,,
SYY,SYSCO Corporation,7/6/2021 0:00,75.34,,
SYY,SYSCO Corporation,7/7/2021 0:00,74.85,,
SYY,SYSCO Corporation,7/8/2021 0:00,74.29,,
SYY,SYSCO Corporation,7/9/2021 0:00,76.14,,
SYY,SYSCO Corporation,7/12/2021 0:00,75.23,,
SYY,SYSCO Corporation,7/13/2021 0:00,73.31,,
SYY,SYSCO Corporation,7/14/2021 0:00,73.22,,
SYY,SYSCO Corporation,7/15/2021 0:00,72.59,,
SYY,SYSCO Corporation,7/16/2021 0:00,71.58,,
SYY,SYSCO Corporation,7/19/2021 0:00,70.47,,
SYY,SYSCO Corporation,7/20/2021 0:00,72.67,,
SYY,SYSCO Corporation,7/21/2021 0:00,73.27,,
SYY,SYSCO Corporation,7/22/2021 0:00,71.96,,
SYY,SYSCO Corporation,7/23/2021 0:00,72.87,,
SYY,SYSCO Corporation,7/26/2021 0:00,73.32,,
SYY,SYSCO Corporation,7/27/2021 0:00,73.59,,
SYY,SYSCO Corporation,7/28/2021 0:00,73.65,,
SYY,SYSCO Corporation,7/29/2021 0:00,75.08,,
SYY,SYSCO Corporation,7/30/2021 0:00,74.2,,
SYY,SYSCO Corporation,8/2/2021 0:00,73.18,,
SYY,SYSCO Corporation,8/3/2021 0:00,72.56,,
SYY,SYSCO Corporation,8/4/2021 0:00,71.75,,
SYY,SYSCO Corporation,8/5/2021 0:00,73.52,,
SYY,SYSCO Corporation,8/6/2021 0:00,73.92,,
SYY,SYSCO Corporation,8/9/2021 0:00,73.45,,
SYY,SYSCO Corporation,8/10/2021 0:00,78.24,,
SYY,SYSCO Corporation,8/11/2021 0:00,78.16,,
SYY,SYSCO Corporation,8/12/2021 0:00,78.78,,
SYY,SYSCO Corporation,8/13/2021 0:00,79.44,,
SYY,SYSCO Corporation,8/16/2021 0:00,79.33,,
SYY,SYSCO Corporation,8/17/2021 0:00,78.67,,
SYY,SYSCO Corporation,8/18/2021 0:00,76.94,,
SYY,SYSCO Corporation,8/19/2021 0:00,75.55,,
SYY,SYSCO Corporation,8/20/2021 0:00,76.79,,
SYY,SYSCO Corporation,8/23/2021 0:00,77.56,,
SYY,SYSCO Corporation,8/24/2021 0:00,78.45,,
SYY,SYSCO Corporation,8/25/2021 0:00,79.15,,
SYY,SYSCO Corporation,8/26/2021 0:00,79.02,,
SYY,SYSCO Corporation,8/27/2021 0:00,80.25,,
SYY,SYSCO Corporation,8/30/2021 0:00,78.99,,
SYY,SYSCO Corporation,8/31/2021 0:00,79.65,,
SYY,SYSCO Corporation,9/1/2021 0:00,78.99,,
SYY,SYSCO Corporation,9/2/2021 0:00,78.36,,
SYY,SYSCO Corporation,9/3/2021 0:00,77.35,,
SYY,SYSCO Corporation,9/7/2021 0:00,77.14,,
SYY,SYSCO Corporation,9/8/2021 0:00,76.41,,
SYY,SYSCO Corporation,9/9/2021 0:00,77.97,,
SYY,SYSCO Corporation,9/10/2021 0:00,76.56,,
SYY,SYSCO Corporation,9/13/2021 0:00,76.87,,
